[0.0,[249],92.0,[65,249]]
[0.0,[248],66.0,[158,248]]
[0.0,[247],139.0,[122,247]]
[0.0,[246],21.0,[72,246]]
[0.0,[245],241.0,[113,245]]
[0.0,[244],299.0,[133,244]]
[0.0,[243],105.0,[188,243]]
[0.0,[242],35.0,[102,242]]
[0.0,[241],19.0,[142,241]]
[0.0,[240],56.0,[42,240]]
[0.0,[239],95.0,[239,242]]
[0.0,[238],144.0,[151,238]]
[0.0,[237],277.0,[44,237]]
[0.0,[236],40.0,[146,236]]
[0.0,[235],7.0,[154,235]]
[0.0,[234],116.0,[28,234]]
[0.0,[233],169.0,[136,233]]
[0.0,[232],29.0,[167,232]]
[0.0,[231],49.0,[32,231]]
[0.0,[230],16.0,[226,230]]
[0.0,[229],186.0,[21,229]]
[0.0,[228],51.0,[184,228]]
[0.0,[227],10.0,[152,227]]
[0.0,[226],152.0,[60,230]]
[0.0,[225],54.0,[225,227]]
[0.0,[224],8.0,[164,224]]
[0.0,[223],227.0,[204,223]]
[0.0,[222],27.0,[62,222]]
[0.0,[221],294.0,[129,221]]
[0.0,[220],46.0,[136,220]]
[0.0,[219],59.0,[153,219]]
[0.0,[218],141.0,[201,218]]
[0.0,[217],48.0,[212,217]]
[0.0,[216],23.0,[2,216]]
[0.0,[215],208.0,[192,215]]
[0.0,[214],13.0,[27,214]]
[0.0,[213],2.0,[48,213]]
[0.0,[212],106.0,[146,212]]
[0.0,[211],122.0,[165,211]]
[0.0,[210],178.0,[182,210]]
[0.0,[209],148.0,[66,209]]
[0.0,[208],6.0,[12,208]]
[0.0,[207],69.0,[94,207]]
[0.0,[206],179.0,[70,206]]
[0.0,[205],90.0,[7,205]]
[0.0,[204],85.0,[178,204]]
[0.0,[203],150.0,[4,203]]
[0.0,[202],134.0,[24,202]]
[0.0,[201],50.0,[177,201]]
[0.0,[200],222.0,[180,200]]
[0.0,[199],131.0,[172,199]]
[0.0,[198],210.0,[29,198]]
[0.0,[197],157.0,[23,197]]
[0.0,[196],11.0,[128,196]]
[0.0,[195],347.0,[94,195]]
[0.0,[194],64.0,[126,194]]
[0.0,[193],77.0,[112,193]]
[0.0,[192],84.0,[192,194]]
[0.0,[191],22.0,[72,191]]
[0.0,[190],133.0,[118,190]]
[0.0,[189],679.0,[189,218]]
[0.0,[188],115.0,[153,188]]
[0.0,[187],98.0,[187,231]]
[0.0,[186],1.0,[181,186]]
[0.0,[185],86.0,[59,185]]
[0.0,[184],33.0,[184,235]]
[0.0,[183],99.0,[169,183]]
[0.0,[182],102.0,[77,182]]
[0.0,[181],24.0,[84,181]]
[0.0,[180],140.0,[178,180]]
[0.0,[179],329.0,[109,179]]
[0.0,[178],138.0,[37,204]]
[0.0,[177],151.0,[165,177]]
[0.0,[176],3.0,[26,176]]
[0.0,[175],15.0,[93,175]]
[0.0,[174],100.0,[115,174]]
[0.0,[173],5.0,[108,173]]
[0.0,[172],36.0,[133,172]]
[0.0,[171],127.0,[24,171]]
[0.0,[170],124.0,[14,170]]
[0.0,[169],160.0,[145,169]]
[0.0,[168],143.0,[17,168]]
[0.0,[167],185.0,[167,204]]
[0.0,[166],58.0,[166,184]]
[0.0,[165],173.0,[13,165]]
[0.0,[164],65.0,[28,224]]
[0.0,[163],142.0,[110,163]]
[0.0,[162],193.0,[62,162]]
[0.0,[161],202.0,[161,173]]
[0.0,[160],37.0,[57,160]]
[0.0,[159],81.0,[75,159]]
[0.0,[158],55.0,[158,160]]
[0.0,[157],252.0,[149,157]]
[0.0,[156],324.0,[97,156]]
[0.0,[155],213.0,[155,202]]
[0.0,[154],14.0,[31,154]]
[0.0,[153],9.0,[39,153]]
[0.0,[152],30.0,[64,152]]
[0.0,[151],209.0,[21,151]]
[0.0,[150],746.0,[74,150]]
[0.0,[149],71.0,[53,149]]
[0.0,[148],70.0,[132,148]]
[0.0,[147],197.0,[109,147]]
[0.0,[146],12.0,[36,146]]
[0.0,[145],96.0,[145,246]]
[0.0,[144],331.0,[144,211]]
[0.0,[143],101.0,[143,194]]
[0.0,[142],28.0,[25,241]]
[0.0,[141],414.0,[72,141]]
[0.0,[140],292.0,[140,184]]
[0.0,[139],165.0,[139,142]]
[0.0,[138],68.0,[138,153]]
[0.0,[137],254.0,[137,249]]
[0.0,[136],206.0,[69,233]]
[0.0,[135],45.0,[135,154]]
[0.0,[134],215.0,[8,134]]
[0.0,[133],80.0,[133,231]]
[0.0,[132],53.0,[62,132]]
[0.0,[131],114.0,[131,187]]
[0.0,[130],17.0,[96,130]]
[0.0,[129],43.0,[5,129]]
[0.0,[128],194.0,[105,196]]
[0.0,[127],78.0,[97,127]]
[0.0,[126],112.0,[104,126]]
[0.0,[125],18.0,[78,125]]
[0.0,[124],172.0,[33,124]]
[0.0,[123],351.0,[98,123]]
[0.0,[122],253.0,[61,247]]
[0.0,[121],353.0,[121,228]]
[0.0,[120],159.0,[120,126]]
[0.0,[119],25.0,[76,119]]
[0.0,[118],230.0,[190,212]]
[0.0,[117],211.0,[33,117]]
[0.0,[116],38.0,[21,116]]
[0.0,[115],125.0,[115,185]]
[0.0,[114],244.0,[114,207]]
[0.0,[113],196.0,[9,113]]
[0.0,[112],358.0,[61,193]]
[0.0,[111],188.0,[111,178]]
[0.0,[110],110.0,[94,110]]
[0.0,[109],42.0,[109,184]]
[0.0,[108],107.0,[49,108]]
[0.0,[107],104.0,[56,107]]
[0.0,[106],47.0,[51,106]]
[0.0,[105],136.0,[16,105]]
[0.0,[104],44.0,[15,104]]
[0.0,[103],67.0,[10,103]]
[0.0,[102],108.0,[153,239]]
[0.0,[101],327.0,[44,101]]
[0.0,[100],130.0,[100,159]]
[0.0,[99],20.0,[56,99]]
[0.0,[98],117.0,[78,98]]
[0.0,[97],63.0,[97,125]]
[0.0,[96],126.0,[43,130]]
[0.0,[95],168.0,[85,95]]
[0.0,[94],120.0,[47,207]]
[0.0,[93],34.0,[11,175]]
[0.0,[92],118.0,[76,92]]
[0.0,[91],228.0,[0,91]]
[0.0,[90],239.0,[77,90]]
[0.0,[89],190.0,[13,89]]
[0.0,[88],26.0,[0,88]]
[0.0,[87],204.0,[75,87]]
[0.0,[86],137.0,[86,186]]
[0.0,[85],60.0,[85,88]]
[0.0,[84],79.0,[23,181]]
[0.0,[83],285.0,[39,83]]
[0.0,[82],341.0,[82,89]]
[0.0,[81],231.0,[81,163]]
[0.0,[80],4.0,[49,80]]
[0.0,[79],176.0,[75,79]]
[0.0,[78],121.0,[10,127]]
[0.0,[77],174.0,[77,149]]
[0.0,[76],119.0,[63,119]]
[0.0,[75],342.0,[87,174]]
[0.0,[74],75.0,[74,153]]
[0.0,[73],132.0,[25,73]]
[0.0,[72],103.0,[61,246]]
[0.0,[71],275.0,[3,71]]
[0.0,[70],234.0,[56,70]]
[0.0,[69],83.0,[1,69]]
[0.0,[68],236.0,[68,175]]
[0.0,[67],265.0,[67,161]]
[0.0,[66],89.0,[66,225]]
[0.0,[65],97.0,[14,249]]
[0.0,[64],41.0,[64,208]]
[0.0,[63],113.0,[24,63]]
[0.0,[62],73.0,[222,240]]
[0.0,[61],175.0,[61,77]]
[0.0,[60],72.0,[32,60]]
[0.0,[59],123.0,[6,185]]
[0.0,[58],156.0,[15,58]]
[0.0,[57],128.0,[12,158]]
[0.0,[56],167.0,[99,197]]
[0.0,[55],662.0,[55,133]]
[0.0,[54],407.0,[54,170]]
[0.0,[53],258.0,[72,223]]
[0.0,[52],61.0,[19,52]]
[0.0,[51],135.0,[94,106]]
[0.0,[50],536.0,[50,104]]
[0.0,[49],171.0,[80,105]]
[0.0,[48],32.0,[28,213]]
[0.0,[47],166.0,[51,85]]
[0.0,[46],410.0,[46,152]]
[0.0,[45],200.0,[45,173]]
[0.0,[44],340.0,[57,237]]
[0.0,[43],284.0,[7,96]]
[0.0,[42],82.0,[42,153]]
[0.0,[41],223.0,[41,240]]
[0.0,[40],111.0,[40,93]]
[0.0,[39],57.0,[28,39]]
[0.0,[38],93.0,[38,208]]
[0.0,[37],149.0,[12,204]]
[0.0,[36],129.0,[39,236]]
[0.0,[35],74.0,[35,39]]
[0.0,[34],146.0,[34,176]]
[0.0,[33],240.0,[85,124]]
[0.0,[32],163.0,[109,230]]
[0.0,[31],52.0,[26,135]]
[0.0,[30],31.0,[24,30]]
[0.0,[29],310.0,[196,198]]
[0.0,[28],87.0,[39,88]]
[0.0,[27],205.0,[214,227]]
[0.0,[26],76.0,[19,26]]
[0.0,[25],62.0,[22,142]]
[0.0,[24],145.0,[186,202]]
[0.0,[23],39.0,[15,23]]
[0.0,[22],91.0,[25,52]]
[0.0,[21],220.0,[151,161]]
[0.0,[20],549.0,[20,168]]
[0.0,[19],109.0,[9,52]]
[0.0,[18],316.0,[18,210]]
[0.0,[17],154.0,[17,164]]
[0.0,[16],203.0,[57,128]]
[0.0,[15],147.0,[23,78]]
[0.0,[14],248.0,[49,65]]
[0.0,[13],183.0,[131,201]]
[0.0,[12],88.0,[85,152]]
[0.0,[11],177.0,[39,93]]
[0.0,[10],158.0,[10,38]]
[0.0,[9],153.0,[216,228]]
[0.0,[8],155.0,[8,240]]
[0.0,[7],295.0,[66,130]]
[0.0,[6],170.0,[8,59]]
[0.0,[5],181.0,[1,129]]
[0.0,[4],187.0,[35,203]]
[0.0,[3],334.0,[3,210]]
[0.0,[2],162.0,[2,28]]
[0.0,[1],226.0,[1,113]]
