[3.33039423924107,[0,37,85],3.33039423924107,[1,37,85]]
[3.199716662614721,[0,39,83],3.199716662614721,[1,39,83]]
[2.909277371801566,[0,31,37],2.909277371801566,[1,31,37]]
[2.711117271641813,[0,55,31],2.711117271641813,[1,55,31]]
[2.710141064385631,[0,33,87],2.710141064385631,[1,33,87]]
[2.525816294490125,[0,85,13],2.525816294490125,[1,85,13]]
[2.4438785689137,[0,41,81],2.4438785689137,[1,41,81]]
[2.214412928388601,[0,53,33],2.214412928388601,[1,53,33]]
[2.160048689190075,[0,83,15],2.160048689190075,[1,83,15]]
[2.135999798069313,[0,65,21],2.135999798069313,[1,65,21]]
[2.058866837953529,[0,93,69],2.058866837953529,[1,93,69]]
[2.052307949230218,[0,97,49],2.052307949230218,[1,97,49]]
[2.034164842399362,[0,71,87],2.034164842399362,[1,71,87]]
[2.028260666791277,[0,69,79],2.028260666791277,[1,69,79]]
[2.01124089630962,[0,9,95],2.01124089630962,[1,9,95]]
[1.983449359075771,[0,61,15],1.983449359075771,[1,61,15]]
[1.933932236927112,[0,37,39],1.933932236927112,[1,37,39]]
[1.925515235814961,[0,11,91],1.925515235814961,[1,11,91]]
[1.914971929662768,[0,79,93],1.914971929662768,[1,79,93]]
[1.896794990752199,[0,7,97],1.896794990752199,[1,7,97]]
[1.860749467807904,[0,41,73],1.860749467807904,[1,41,73]]
[1.850374901350076,[0,77,95],1.850374901350076,[1,77,95]]
[1.847572812618609,[0,73,85],1.847572812618609,[1,73,85]]
[1.827646072334466,[0,67,19],1.827646072334466,[1,67,19]]
[1.769027006630639,[0,87,9],1.769027006630639,[1,87,9]]
[1.741294735445877,[0,59,85],1.741294735445877,[1,59,85]]
[1.735640041361815,[0,37,19],1.735640041361815,[1,37,19]]
[1.719671386995925,[0,67,71],1.719671386995925,[1,67,71]]
[1.710412078556538,[0,47,79],1.710412078556538,[1,47,79]]
[1.694443789295354,[0,71,77],1.694443789295354,[1,71,77]]
[1.684855106126693,[0,65,3],1.684855106126693,[1,65,3]]
[1.678683579594372,[0,19,79],1.678683579594372,[1,19,79]]
[1.673497875648856,[0,35,41],1.673497875648856,[1,35,41]]
[1.663402272003068,[0,61,83],1.663402272003068,[1,61,83]]
[1.65664938397245,[0,9,3],1.65664938397245,[1,9,3]]
[1.64137899970301,[0,13,89],1.64137899970301,[1,13,89]]
[1.638704469325001,[0,3,15],1.638704469325001,[1,3,15]]
[1.60607262104069,[0,43,71],1.60607262104069,[1,43,71]]
[1.602741139225943,[0,51,61],1.602741139225943,[1,51,61]]
[1.591242719884606,[0,79,11],1.591242719884606,[1,79,11]]
[1.585866567092228,[0,67,81],1.585866567092228,[1,67,81]]
[1.56704076226388,[0,65,73],1.56704076226388,[1,65,73]]
[1.55018467845567,[0,53,59],1.55018467845567,[1,53,59]]
[1.54355261445321,[0,61,63],1.54355261445321,[1,61,63]]
[1.542293788148528,[0,11,27],1.542293788148528,[1,11,27]]
[1.520803177126766,[0,95,21],1.520803177126766,[1,95,21]]
[1.497702153506975,[0,11,7],1.497702153506975,[1,11,7]]
